MATERIAL_NAME,PLANT_NAME,STAGE,INBOUND_DATE,MONTH_YEAR,NET_QUANTITY_MT,risk_overflow_score,flow_score,QUADRANT
CHEMICAL-0403,SINGAPORE-WAREHOUSE,low,2023/02/14,2023/02,27.25,-0.8123,-0.2493,Low Risk - Negative Flow
PACKAGING-0404,THAILAND-WAREHOUSE,high,2024/03/30,2024/03,44.45,-0.0241,0.1456,Low Risk - Positive Flow
CHEMICAL-0405,THAILAND-WAREHOUSE,low,2023/08/28,2023/08,20.2,-0.744,0.3248,Low Risk - Positive Flow
CHEMICAL-0406,SINGAPORE-WAREHOUSE,medium,2024/04/25,2024/04,264.57,-0.4407,-0.387,Low Risk - Negative Flow
COMPONENT-0407,THAILAND-WAREHOUSE,low,2024/04/17,2024/04,41.97,-0.1604,-0.3292,Low Risk - Negative Flow
FINISHED_GOOD-0408,MALAYSIA-WAREHOUSE,low,2023/06/15,2023/06,46.72,0.5442,-0.49,High Risk - Negative Flow
COMPONENT-0409,VIETNAM-WAREHOUSE,high,2023/09/14,2023/09,68.35,-0.1938,-0.2598,Low Risk - Negative Flow
RAW_MAT-0410,MALAYSIA-WAREHOUSE,medium,2024/07/21,2024/07,50.25,0.4041,-0.3467,High Risk - Negative Flow
RAW_MAT-0411,VIETNAM-WAREHOUSE,critical,2023/10/19,2023/10,231.67,0.7888,0.1217,High Risk - Positive Flow
RAW_MAT-0412,SINGAPORE-WAREHOUSE,medium,2024/04/05,2024/04,63.88,-0.2725,-0.2049,Low Risk - Negative Flow
CHEMICAL-0413,SINGAPORE-WAREHOUSE,low,2023/04/04,2023/04,50.15,-0.5572,0.1729,Low Risk - Positive Flow
COMPONENT-0414,MALAYSIA-WAREHOUSE,medium,2023/01/28,2023/01,68.87,-0.8211,-0.271,Low Risk - Negative Flow
PACKAGING-0415,CHINA-WAREHOUSE,low,2024/05/29,2024/05,44.37,0.1266,0.1476,High Risk - Positive Flow
FINISHED_GOOD-0416,SINGAPORE-WAREHOUSE,low,2023/03/25,2023/03,87.32,-0.6185,0.3669,Low Risk - Positive Flow
FINISHED_GOOD-0417,SINGAPORE-WAREHOUSE,critical,2023/11/23,2023/11,57.09,0.6829,-0.2578,High Risk - Negative Flow
RAW_MAT-0418,THAILAND-WAREHOUSE,high,2023/05/21,2023/05,14.24,-0.1369,-0.0677,Low Risk - Negative Flow
RAW_MAT-0419,THAILAND-WAREHOUSE,low,2024/12/13,2024/12,98.27,0.267,-0.05,High Risk - Negative Flow
COMPONENT-0420,MALAYSIA-WAREHOUSE,low,2024/09/22,2024/09,216.74,-0.587,0.4133,Low Risk - Positive Flow
RAW_MAT-0421,CHINA-WAREHOUSE,critical,2023/09/20,2023/09,191.84,-0.033,-0.7533,Low Risk - Negative Flow
COMPONENT-0422,SINGAPORE-WAREHOUSE,low,2023/04/24,2023/04,396.78,-0.7542,-0.2358,Low Risk - Negative Flow
FINISHED_GOOD-0423,SINGAPORE-WAREHOUSE,medium,2023/05/05,2023/05,40.83,-0.618,0.4971,Low Risk - Positive Flow
RAW_MAT-0424,SINGAPORE-WAREHOUSE,low,2024/10/16,2024/10,38.06,0.1053,0.2449,High Risk - Positive Flow
CHEMICAL-0425,MALAYSIA-WAREHOUSE,critical,2023/04/24,2023/04,95.63,-0.6065,0.4729,Low Risk - Positive Flow
PACKAGING-0426,VIETNAM-WAREHOUSE,critical,2024/10/09,2024/10,41.05,0.4252,0.8611,High Risk - Positive Flow
CHEMICAL-0427,VIETNAM-WAREHOUSE,high,2023/05/28,2023/05,75.16,-0.1586,-1.0,Low Risk - Negative Flow
FINISHED_GOOD-0428,MALAYSIA-WAREHOUSE,critical,2024/09/21,2024/09,154.62,0.2809,-0.6248,High Risk - Negative Flow
FINISHED_GOOD-0429,SINGAPORE-WAREHOUSE,low,2023/07/11,2023/07,107.7,0.3754,-0.4196,High Risk - Negative Flow
RAW_MAT-0430,VIETNAM-WAREHOUSE,medium,2023/03/11,2023/03,180.21,-0.6256,0.6411,Low Risk - Positive Flow
CHEMICAL-0431,VIETNAM-WAREHOUSE,critical,2024/02/04,2024/02,72.46,0.2985,-0.9979,High Risk - Negative Flow
PACKAGING-0432,CHINA-WAREHOUSE,low,2024/01/18,2024/01,24.33,-0.7303,0.2447,Low Risk - Positive Flow
FINISHED_GOOD-0433,CHINA-WAREHOUSE,medium,2023/03/11,2023/03,12.15,-0.6709,0.4614,Low Risk - Positive Flow
FINISHED_GOOD-0434,SINGAPORE-WAREHOUSE,critical,2024/08/18,2024/08,6197.51,0.8503,1.0,High Risk - Positive Flow
FINISHED_GOOD-0435,SINGAPORE-WAREHOUSE,critical,2023/12/27,2023/12,1279.54,0.5888,-0.4332,High Risk - Negative Flow
CHEMICAL-0436,THAILAND-WAREHOUSE,high,2024/12/02,2024/12,29.45,-0.0945,0.5317,Low Risk - Positive Flow
PACKAGING-0437,MALAYSIA-WAREHOUSE,high,2023/05/19,2023/05,118.98,0.2615,0.1852,High Risk - Positive Flow
RAW_MAT-0438,MALAYSIA-WAREHOUSE,critical,2023/10/28,2023/10,93.27,-0.0774,-0.8501,Low Risk - Negative Flow
COMPONENT-0439,CHINA-WAREHOUSE,high,2023/02/12,2023/02,38.21,-0.0496,-0.8959,Low Risk - Negative Flow
FINISHED_GOOD-0440,THAILAND-WAREHOUSE,low,2024/07/10,2024/07,54.99,-0.421,0.5222,Low Risk - Positive Flow
PACKAGING-0441,THAILAND-WAREHOUSE,critical,2024/10/24,2024/10,11.2,0.301,0.1249,High Risk - Positive Flow
COMPONENT-0442,THAILAND-WAREHOUSE,medium,2023/02/18,2023/02,157.58,0.6467,-0.5988,High Risk - Negative Flow
FINISHED_GOOD-0443,THAILAND-WAREHOUSE,critical,2024/01/12,2024/01,95.28,0.1478,1.0,High Risk - Positive Flow
PACKAGING-0444,MALAYSIA-WAREHOUSE,low,2024/01/31,2024/01,14.12,-0.5702,-0.1378,Low Risk - Negative Flow
FINISHED_GOOD-0445,SINGAPORE-WAREHOUSE,low,2024/12/09,2024/12,31.95,-0.6848,-0.0551,Low Risk - Negative Flow
PACKAGING-0446,THAILAND-WAREHOUSE,medium,2023/03/26,2023/03,64.07,-0.8088,0.1773,Low Risk - Positive Flow
PACKAGING-0447,CHINA-WAREHOUSE,low,2024/09/08,2024/09,14.5,-0.5249,0.0495,Low Risk - Positive Flow
COMPONENT-0448,VIETNAM-WAREHOUSE,medium,2023/11/25,2023/11,52.01,-0.4468,0.2715,Low Risk - Positive Flow
RAW_MAT-0449,CHINA-WAREHOUSE,medium,2024/11/07,2024/11,21.67,0.1623,-0.1408,High Risk - Negative Flow
FINISHED_GOOD-0450,THAILAND-WAREHOUSE,low,2024/09/09,2024/09,12.22,-0.1327,0.5503,Low Risk - Positive Flow
PACKAGING-0451,SINGAPORE-WAREHOUSE,low,2023/12/26,2023/12,20.01,-0.7666,-0.0466,Low Risk - Negative Flow
PACKAGING-0452,CHINA-WAREHOUSE,medium,2024/09/21,2024/09,41.61,-0.1115,-0.1852,Low Risk - Negative Flow
PACKAGING-0453,THAILAND-WAREHOUSE,critical,2023/03/18,2023/03,37.42,0.3229,0.5523,High Risk - Positive Flow
PACKAGING-0454,THAILAND-WAREHOUSE,high,2023/02/01,2023/02,71.63,-0.2107,0.6738,Low Risk - Positive Flow
COMPONENT-0455,VIETNAM-WAREHOUSE,low,2023/02/05,2023/02,155.6,0.1143,0.0488,High Risk - Positive Flow
COMPONENT-0456,CHINA-WAREHOUSE,high,2024/10/22,2024/10,96.74,0.3618,-0.2621,High Risk - Negative Flow
FINISHED_GOOD-0457,THAILAND-WAREHOUSE,low,2024/08/03,2024/08,19.69,-0.6689,0.37,Low Risk - Positive Flow
RAW_MAT-0458,VIETNAM-WAREHOUSE,high,2024/11/26,2024/11,124.72,0.0599,-0.0968,High Risk - Negative Flow
PACKAGING-0459,THAILAND-WAREHOUSE,medium,2024/03/30,2024/03,217.34,0.387,0.5837,High Risk - Positive Flow
RAW_MAT-0460,VIETNAM-WAREHOUSE,high,2024/06/26,2024/06,43.19,-0.6936,0.3846,Low Risk - Positive Flow
FINISHED_GOOD-0461,MALAYSIA-WAREHOUSE,medium,2024/10/27,2024/10,26.69,-0.2905,0.0603,Low Risk - Positive Flow
FINISHED_GOOD-0462,SINGAPORE-WAREHOUSE,critical,2023/01/27,2023/01,261.49,0.0422,0.3871,High Risk - Positive Flow
COMPONENT-0463,MALAYSIA-WAREHOUSE,low,2024/07/29,2024/07,130.21,0.4707,-0.0792,High Risk - Negative Flow
RAW_MAT-0464,THAILAND-WAREHOUSE,medium,2024/12/21,2024/12,159.65,0.2525,-0.3236,High Risk - Negative Flow
PACKAGING-0465,SINGAPORE-WAREHOUSE,medium,2024/12/11,2024/12,43.34,0.3438,-0.211,High Risk - Negative Flow
PACKAGING-0466,SINGAPORE-WAREHOUSE,critical,2023/05/19,2023/05,1621.36,0.4306,-0.9431,High Risk - Negative Flow
RAW_MAT-0467,MALAYSIA-WAREHOUSE,high,2024/12/31,2024/12,56.0,-0.132,-1.0,Low Risk - Negative Flow
PACKAGING-0468,CHINA-WAREHOUSE,medium,2024/11/14,2024/11,33.34,-0.9472,0.2776,Low Risk - Positive Flow
FINISHED_GOOD-0469,CHINA-WAREHOUSE,medium,2023/11/04,2023/11,120.35,0.587,-0.373,High Risk - Negative Flow
COMPONENT-0470,SINGAPORE-WAREHOUSE,medium,2024/06/04,2024/06,18.45,0.2615,0.0535,High Risk - Positive Flow
COMPONENT-0471,CHINA-WAREHOUSE,high,2023/05/23,2023/05,88.4,0.6915,0.1122,High Risk - Positive Flow
COMPONENT-0472,MALAYSIA-WAREHOUSE,critical,2024/01/05,2024/01,112.64,0.8416,-1.0,High Risk - Negative Flow
CHEMICAL-0473,VIETNAM-WAREHOUSE,medium,2024/04/23,2024/04,137.25,0.0377,-0.0056,High Risk - Negative Flow
CHEMICAL-0474,SINGAPORE-WAREHOUSE,critical,2023/03/09,2023/03,262.0,0.633,1.0,High Risk - Positive Flow
FINISHED_GOOD-0475,MALAYSIA-WAREHOUSE,low,2024/06/22,2024/06,40.65,-0.756,0.1016,Low Risk - Positive Flow
PACKAGING-0476,MALAYSIA-WAREHOUSE,critical,2023/05/09,2023/05,32.78,0.3018,-0.6582,High Risk - Negative Flow
FINISHED_GOOD-0477,CHINA-WAREHOUSE,low,2024/04/22,2024/04,13.77,-0.9246,-0.1808,Low Risk - Negative Flow
CHEMICAL-0478,THAILAND-WAREHOUSE,high,2024/07/18,2024/07,11.18,-0.2723,0.3487,Low Risk - Positive Flow
CHEMICAL-0479,SINGAPORE-WAREHOUSE,high,2024/03/19,2024/03,3.91,-0.8781,0.8966,Low Risk - Positive Flow
CHEMICAL-0480,CHINA-WAREHOUSE,critical,2024/06/14,2024/06,48.89,0.1777,1.0,High Risk - Positive Flow
COMPONENT-0481,THAILAND-WAREHOUSE,high,2023/06/15,2023/06,128.82,-0.0633,-0.4647,Low Risk - Negative Flow
FINISHED_GOOD-0482,SINGAPORE-WAREHOUSE,medium,2024/06/15,2024/06,750.54,0.9017,-0.1667,High Risk - Negative Flow
FINISHED_GOOD-0483,CHINA-WAREHOUSE,medium,2023/07/21,2023/07,72.29,-0.3001,0.4253,Low Risk - Positive Flow
CHEMICAL-0484,THAILAND-WAREHOUSE,high,2024/10/02,2024/10,163.44,0.4034,0.082,High Risk - Positive Flow
FINISHED_GOOD-0485,VIETNAM-WAREHOUSE,critical,2024/05/29,2024/05,56.82,0.0613,-0.2565,High Risk - Negative Flow
COMPONENT-0486,VIETNAM-WAREHOUSE,high,2023/06/25,2023/06,29.76,0.0858,0.5387,High Risk - Positive Flow
CHEMICAL-0487,VIETNAM-WAREHOUSE,medium,2024/07/31,2024/07,8.36,0.0351,0.5279,High Risk - Positive Flow
RAW_MAT-0488,CHINA-WAREHOUSE,critical,2023/02/16,2023/02,71.83,0.8683,-1.0,High Risk - Negative Flow
CHEMICAL-0489,THAILAND-WAREHOUSE,high,2024/08/08,2024/08,104.74,-0.9348,0.8612,Low Risk - Positive Flow
PACKAGING-0490,VIETNAM-WAREHOUSE,critical,2024/05/24,2024/05,256.91,-0.1021,1.0,Low Risk - Positive Flow
CHEMICAL-0491,THAILAND-WAREHOUSE,medium,2024/05/09,2024/05,82.25,0.1119,0.2161,High Risk - Positive Flow
COMPONENT-0492,MALAYSIA-WAREHOUSE,medium,2024/04/09,2024/04,73.45,-0.3211,0.3079,Low Risk - Positive Flow
RAW_MAT-0493,CHINA-WAREHOUSE,high,2024/03/26,2024/03,66.06,-0.0268,0.8731,Low Risk - Positive Flow
PACKAGING-0494,MALAYSIA-WAREHOUSE,low,2023/07/28,2023/07,43.9,-0.6373,0.734,Low Risk - Positive Flow
FINISHED_GOOD-0495,VIETNAM-WAREHOUSE,high,2023/11/17,2023/11,13.39,-0.0937,-0.1942,Low Risk - Negative Flow
FINISHED_GOOD-0496,THAILAND-WAREHOUSE,low,2023/05/14,2023/05,22.03,0.4112,-0.114,High Risk - Negative Flow
FINISHED_GOOD-0497,VIETNAM-WAREHOUSE,critical,2023/11/23,2023/11,40.03,0.3603,0.3693,High Risk - Positive Flow
COMPONENT-0498,MALAYSIA-WAREHOUSE,critical,2023/10/01,2023/10,303.89,0.9105,0.6109,High Risk - Positive Flow
PACKAGING-0499,SINGAPORE-WAREHOUSE,high,2023/04/10,2023/04,94.85,0.3185,0.2752,High Risk - Positive Flow
RAW_MAT-0500,THAILAND-WAREHOUSE,low,2024/09/22,2024/09,31.85,-0.4555,0.2148,Low Risk - Positive Flow
